ID,taxonomia,regional_boticario,uf,praca,Clustes exibidores,exibidores,Cluster formato,formato,estatico,digital,range_minimo,range_maximo,quantidade,periodicidade,s1,s2,s3,s4,flight,unitario_bruto_tabela,desconto,unitario_bruto_negociado,total_bruto_negociado
469,prata,norte,ac,rio branco,Outros,Atual Publicidade,Outdoor,Outdoor papel,1,0,4,8,7,Bisemanal,7,0,0,0,1,"1068,00","0,20","854,40","5980,80"
470,prata,norte,ac,rio branco,Outros,Atual Publicidade,Front,Frontlight,1,0,1,1,1,Mensal,1,0,0,0,1,"4068,00","0,20","3254,40","3254,40"
471,prata,norte,ac,rio branco,Bigdoor,Center Outdoor,Outdoor,Outdoor papel,1,0,4,8,7,Bisemanal,7,0,0,0,1,"600,00","0,20","480,00","3360,00"
472,prata,norte,ac,rio branco,Outros,Cartaxi,Busdoor,Vidro traseiro / interno,1,0,1,2,1,12 dias,1,0,1,0,2,"1600,00","0,70","480,00","960,00"
473,prata,norte,ac,rio branco,Outros,s2XPromoções,Busdoor,Carro de Som,1,0,1,4,2,Diaria,2,0,2,0,2,"2048,00","0,40","1228,80","4915,20"
474,data produto,sudeste,sp,sao paulo,JCDecaux,JCDecaux,MUB,Relogios ,1,0,130,200,150,Semanal,150,150,0,0,2,"3429,22","0,48","1783,19","534958,32"
475,data produto,sudeste,sp,sao paulo,JCDecaux,JCdecaux,MUB,Relogios ,0,1,70,150,100,Semanal,100,0,100,0,2,"6980,90","0,35","4537,59","907517,00"
476,data produto,sudeste,sp,sao paulo,JCDecaux,JCdecaux,Front,Metro - Telas,0,1,25,25,1,Semanal,0,25,0,0,1,"80709,00","0,43","46004,13","46004,13"
477,data produto,sudeste,sp,sao paulo,JCDecaux,JCDecaux,Front,Metro - Telas,0,1,49,49,1,Semanal,0,49,0,0,1,"67237,13","0,43","38325,16","38325,16"
478,data produto,sudeste,sp,sao paulo,JCDecaux,JCDecaux,Front,Metro - Adesivação,1,0,1,3,1,26 dias,1,0,0,0,1,"368518,00","0,43","210055,26","210055,26"
479,data produto,sudeste,sp,sao paulo,Eletromidia,Eletromidia,MUB,Abrigo de Onibus ,1,0,100,250,1,Semanal,0,100,100,0,2,"350022,00","0,60","141408,89","282817,78"
480,data produto,sudeste,sp,sao paulo,Eletromidia,Eletromidia,MUB,Abrigo de Onibus ,0,1,50,100,1,Semanal,0,0,50,0,1,"350658,00","0,60","141665,83","141665,83"
481,data produto,sudeste,sp,sao paulo,Carrega+,Carrega+ / Itabus,Front,Envelopamento,1,0,2,4,3,Mensal,3,0,0,0,1,"250000,00","0,48","130000,00","390000,00"
482,data produto,sudeste,sp,sao paulo,Outros,Neooh,MUB,Parque Ibirapuera,0,1,70,70,1,Semanal,70,0,0,0,1,"264920,00","0,65","92722,00","92722,00"
483,data produto,sudeste,sp,sao paulo,Outros,Neooh,MUB,Terminal Rodoviario Tiete,0,1,28,28,1,Semanal,0,0,28,28,2,"38500,00","0,65","13475,00","26950,00"
484,data produto,sudeste,sp,sao paulo,Outros,Neooh,MUB,Parque Villa Lobos,0,1,40,40,1,Semanal,0,40,0,0,1,"216000,00","0,65","75600,00","75600,00"
485,data produto,sudeste,sp,sao paulo,Outros,RZK,MUB,Terminal Urbano ,0,1,70,150,100,Semanal,0,0,100,100,2,"2520,00","0,75","630,00","126000,00"
486,data promo,sudeste,sp,sao paulo,JCDecaux,JCDecaux,MUB,Relogios ,1,0,130,200,150,Semanal,150,150,0,0,2,"3429,22","0,48","1783,19","534958,32"
487,data promo,sudeste,sp,sao paulo,JCDecaux,JCdecaux,MUB,Relogios ,0,1,70,150,100,Semanal,100,0,100,0,2,"6980,90","0,35","4537,59","907517,00"
488,data promo,sudeste,sp,sao paulo,JCDecaux,JCdecaux,Front,Metro - Telas,0,1,25,25,1,Semanal,0,25,0,0,1,"80709,00","0,43","46004,13","46004,13"
489,data promo,sudeste,sp,sao paulo,JCDecaux,JCDecaux,Front,Metro - Telas,0,1,49,49,1,Semanal,0,49,0,0,1,"67237,13","0,43","38325,16","38325,16"
490,data promo,sudeste,sp,sao paulo,JCDecaux,JCDecaux,Front,Metro - Telas,0,1,1,1,1,Semanal,24,0,0,0,1,"80709,05","0,43","46004,16","46004,16"
491,data promo,sudeste,sp,sao paulo,JCDecaux,JCDecaux,Front,Metro - Telas,0,1,1,1,1,Semanal,0,0,80,0,1,"180774,55","0,43","103041,49","103041,49"
492,data promo,sudeste,sp,sao paulo,Carrega+,Carrega+,Busdoor,Back Seat,1,0,90,200,90,Mensal,90,0,0,0,1,"10299,00","0,83","1750,83","157574,70"
493,data promo,sudeste,sp,sao paulo,Outros,Itabus,MUB,Onibus Exterior,1,0,2,4,2,Mensal,2,0,0,0,1,"250000,00","0,48","130000,00","260000,00"
494,data promo,sudeste,sp,sao paulo,Eletromidia,Eletromidia,MUB,Abrigo de Onibus ,1,0,100,200,1,Semanal,0,100,100,0,2,"350022,00","0,60","141408,89","282817,78"
495,data promo,sudeste,sp,sao paulo,Eletromidia,Eletromidia,MUB,Abrigo de Onibus ,0,1,50,100,1,Semanal,0,0,50,0,1,"350658,00","0,60","141665,83","141665,83"
496,data promo,sudeste,sp,sao paulo,Outros,Neooh,MUB,Parque Ibirapuera,0,1,70,70,1,Semanal,70,0,0,0,1,"264920,00","0,65","92722,00","92722,00"
497,data promo,sudeste,sp,sao paulo,Outros,Neooh,MUB,Terminal Rodoviario Tiete,0,1,28,28,1,Semanal,0,0,28,28,2,"38500,00","0,65","13475,00","26950,00"
498,data promo,sudeste,sp,sao paulo,Outros,Neooh,MUB,Parque Villa Lobos,0,1,40,40,1,Semanal,0,40,0,0,1,"216000,00","0,65","75600,00","75600,00"
499,data promo,sudeste,sp,sao paulo,Outros,RZK,MUB,Terminal Urbano ,0,1,70,150,100,Semanal,0,0,100,100,2,"2520,00","0,75","630,00","126000,00"
500,ouro produto,sudeste,sp,sao paulo,JCDecaux,JCDecaux,MUB,Relogios ,1,0,100,150,120,Semanal,120,120,0,0,2,"3429,22","0,48","1783,19","427966,66"
501,ouro produto,sudeste,sp,sao paulo,JCDecaux,JCdecaux,MUB,Relogios ,0,1,50,110,80,Semanal,80,0,80,0,2,"6980,90","0,35","4537,59","726013,60"
502,ouro produto,sudeste,sp,sao paulo,JCDecaux,JCdecaux,Front,Metro - Telas,0,1,25,25,1,Semanal,0,25,0,0,1,"80709,00","0,43","46004,13","46004,13"
503,ouro produto,sudeste,sp,sao paulo,JCDecaux,JCDecaux,Front,Metro - Telas,0,1,49,49,1,Semanal,0,49,0,0,1,"67237,13","0,43","38325,16","38325,16"
504,ouro produto,sudeste,sp,sao paulo,JCDecaux,JCDecaux,Front,Metro - Adesivação,1,0,1,2,1,26 dias,1,0,0,0,1,"368518,00","0,43","210055,26","210055,26"
505,ouro produto,sudeste,sp,sao paulo,Eletromidia,Eletromidia,MUB,Abrigo de Onibus ,1,0,80,160,1,Semanal,0,100,0,0,1,"350022,00","0,60","141408,89","141408,89"
506,ouro produto,sudeste,sp,sao paulo,Eletromidia,Eletromidia,MUB,Abrigo de Onibus ,0,1,50,100,1,Semanal,0,0,50,0,1,"350658,00","0,60","141665,83","141665,83"
507,ouro produto,sudeste,sp,sao paulo,Outros,Itabus,MUB,Onibus Exterior,1,0,2,3,2,Mensal,2,0,0,0,1,"250000,00","0,48","130000,00","260000,00"
508,ouro produto,sudeste,sp,sao paulo,Outros,Neooh,MUB,Parque Ibirapuera,0,1,70,70,1,Semanal,70,0,0,0,1,"264920,00","0,65","92722,00","92722,00"
509,ouro produto,sudeste,sp,sao paulo,Outros,RZK,MUB,Terminal urbano ,0,1,50,130,100,Semanal,0,0,100,0,1,"2520,00","0,75","630,00","63000,00"
510,ouro promo,sudeste,sp,sao paulo,JCDecaux,JCDecaux,MUB,Relogios ,1,0,100,150,120,Semanal,120,120,0,0,2,"3429,22","0,48","1783,19","427966,66"
511,ouro promo,sudeste,sp,sao paulo,JCDecaux,JCdecaux,MUB,Relogios ,0,1,50,110,80,Semanal,80,0,80,0,2,"6980,90","0,35","4537,59","726013,60"
512,ouro promo,sudeste,sp,sao paulo,JCDecaux,JCdecaux,Front,Metro - Telas,0,1,25,25,1,Semanal,0,25,0,0,1,"80709,00","0,43","46004,13","46004,13"
513,ouro promo,sudeste,sp,sao paulo,JCDecaux,JCDecaux,Front,Metro - Telas,0,1,49,49,1,Semanal,0,49,0,0,1,"67237,13","0,43","38325,16","38325,16"
514,ouro promo,sudeste,sp,sao paulo,JCDecaux,JCDecaux,Front,Metro - Telas,0,1,24,24,1,Semanal,24,0,0,0,1,"80709,05","0,43","46004,16","46004,16"
515,ouro promo,sudeste,sp,sao paulo,JCDecaux,JCDecaux,Front,Metro - Telas,0,1,80,80,1,Semanal,0,0,80,0,1,"180774,55","0,43","103041,49","103041,49"
516,ouro promo,sudeste,sp,sao paulo,Carrega+,Carrega+,Busdoor,Back Seat,1,0,70,150,80,Mensal,80,0,0,0,1,"10299,00","0,83","1750,83","140066,40"
517,ouro promo,sudeste,sp,sao paulo,Outros,Itabus,MUB,Onibus Exterior,1,0,2,3,2,Mensal,2,0,0,0,1,"250000,00","0,48","130000,00","260000,00"
518,ouro promo,sudeste,sp,sao paulo,Eletromidia,Eletromidia,MUB,Abrigo de Onibus ,1,0,80,160,1,Semanal,0,100,0,0,1,"350022,00","0,60","141408,89","141408,89"
519,ouro promo,sudeste,sp,sao paulo,Eletromidia,Eletromidia,MUB,Abrigo de Onibus ,0,1,50,100,1,Semanal,0,0,58,0,1,"350658,00","0,60","141665,83","141665,83"
520,ouro promo,sudeste,sp,sao paulo,Outros,Neooh,MUB,Terminal Rodoviario Tiete,0,1,28,28,1,Semanal,0,28,0,0,1,"38500,00","0,65","13475,00","13475,00"
521,ouro promo,sudeste,sp,sao paulo,Outros,RZK,MUB,Terminal Urbano ,0,1,50,130,100,Semanal,0,100,0,0,1,"2520,00","0,75","630,00","63000,00"
522,prata,sudeste,sp,sao paulo,JCDecaux,JCDecaux,MUB,Relogios ,1,0,70,130,100,Semanal,100,0,0,0,1,"3429,22","0,48","1783,19","178319,44"
523,prata,sudeste,sp,sao paulo,JCDecaux,JCdecaux,MUB,Relogios ,0,1,50,80,50,Semanal,0,0,50,0,1,"6980,90","0,35","4537,59","226879,25"
524,prata,sudeste,sp,sao paulo,JCDecaux,JCdecaux,Front,Metro - Telas,0,1,25,25,1,Semanal,0,25,0,0,1,"80709,00","0,43","46004,13","46004,13"
525,prata,sudeste,sp,sao paulo,Carrega+,Carrega+,Busdoor,Back Seat,1,0,50,100,70,Mensal,70,0,0,0,1,"10299,00","0,83","1750,83","122558,10"
526,prata,sudeste,sp,sao paulo,Eletromidia,Eletromidia,MUB,Abrigo de Onibus ,1,0,60,130,1,Semanal,0,100,0,0,1,"350022,00","0,60","141408,89","141408,89"
527,prata,sudeste,sp,sao paulo,Outros,RZK,MUB,Terminal Urbano ,0,1,50,100,50,Semanal,0,0,50,0,1,"2520,00","0,75","630,00","31500,00"
528,data produto,sudeste,rj,rio de janeiro,JCDecaux,JcDecaux,MUB,Mub - Bloco Standard,1,0,50,250,120,Semanal,0,0,120,120,2,"1398,60","0,70","419,58","100699,20"
529,data produto,sudeste,rj,rio de janeiro,Eletromidia,Movie Midia,Empena,Empena Bota Fogo,0,1,1,6,1,Semanal,0,0,0,1,1,"396000,00","0,76","95040,00","95040,00"
530,data produto,sudeste,rj,rio de janeiro,Eletromidia,Movie Midia,Empena,Empena Leblon,0,1,1,6,1,Semanal,0,0,1,0,1,"633000,00","0,76","151920,00","151920,00"
531,data produto,sudeste,rj,rio de janeiro,Eletromidia,Movie Midia,Front,Street Front,0,1,20,35,25,Semanal,25,0,0,25,2,"26400,00","0,76","6336,00","316800,00"
532,data produto,sudeste,rj,rio de janeiro,Outros,Clear Channel,MUB,Mub RJ Sequencial Rio Sul  (16faces),0,1,16,16,1,Semanal,16,0,0,0,1,"67000,00","0,85","10050,00","10050,00"
533,data produto,sudeste,rj,rio de janeiro,Outros,Clear Channel,Front,Digital RJ Sequencial Rio Sul (16 faces),0,1,16,16,1,Semanal,0,0,0,16,1,"189142,00","0,85","28371,30","28371,30"
534,data produto,sudeste,rj,rio de janeiro,Outros,Clear Channel,MUB,Mub RJ Sequencial Rio Sul  (28faces),1,0,28,28,1,Semanal,0,28,0,0,1,"67000,00","0,85","10050,00","10050,00"
535,data produto,sudeste,rj,rio de janeiro,Outros,Clear Channel,MUB,Mub 100 - RJ ,1,0,100,100,100,Semanal,0,0,100,0,1,"4427,00","0,85","664,05","66405,00"
536,data produto,sudeste,rj,rio de janeiro,Outros,Adver,Outdoor,Outdoor Tijuca / Zona Norte,1,0,20,30,23,Bisemanal,23,0,0,0,1,"2300,00","0,50","1150,00","26450,00"
537,data produto,sudeste,rj,rio de janeiro,Outros,Adver,Outdoor,Outdoor Zona Oeste,1,0,20,30,23,Bisemanal,23,0,0,0,1,"2300,00","0,50","1150,00","26450,00"
538,data produto,sudeste,rj,rio de janeiro,Outros,Criativa,Front,Frontlight,1,0,4,10,8,Mensal,8,0,0,0,1,"8500,00","0,35","5525,00","44200,00"
539,data produto,sudeste,rj,rio de janeiro,Bigdoor,Alto Impacto,Empena,Empena Centro,1,0,1,6,1,Mensal,1,0,1,0,2,"65200,00","0,49","33252,00","66504,00"
540,data produto,sudeste,rj,rio de janeiro,Outros,Mude,MUB,Circuito Mub ,0,1,88,88,1,Semanal,0,0,88,0,1,"338800,00","0,75","84700,00","84700,00"
541,data produto,sudeste,rj,rio de janeiro,Outros,Kallas,Front,Painel led - Av das Americas,0,1,2,8,1,Bisemanal,1,0,1,0,2,"12000,00","0,30","8400,00","16800,00"
542,data produto,sudeste,rj,rio de janeiro,Outros,Kallas,Front,Painel led - Botafogo,0,1,2,8,1,Bisemanal,1,0,1,0,2,"36000,00","0,30","25200,00","50400,00"
543,data promo,sudeste,rj,rio de janeiro,JCDecaux,JcDecaux,MUB,Mub - Bloco Standard,1,0,50,250,150,Semanal,0,0,150,150,2,"1398,60","0,70","419,58","125874,00"
544,data promo,sudeste,rj,rio de janeiro,Eletromidia,Movie Midia,Front,Street Front,0,1,20,35,30,Semanal,0,30,0,30,2,"26400,00","0,76","6336,00","380160,00"
545,data promo,sudeste,rj,rio de janeiro,Outros,Clear Channel,MUB,Mub RJ Sequencial Rio Sul  (16faces),0,1,16,16,1,Semanal,16,0,0,0,1,"67000,00","0,85","10050,00","10050,00"
546,data promo,sudeste,rj,rio de janeiro,Outros,Clear Channel,Front,Digital RJ Sequencial Rio Sul (16 faces),0,1,16,16,1,Semanal,0,0,0,16,1,"189142,00","0,85","28371,30","28371,30"
547,data promo,sudeste,rj,rio de janeiro,Outros,Clear Channel,MUB,Mub RJ Sequencial Rio Sul  (28faces),1,0,28,28,1,Semanal,0,28,0,0,1,"67000,00","0,85","10050,00","10050,00"
548,data promo,sudeste,rj,rio de janeiro,Outros,Clear Channel,MUB,Mub 100 - RJ ,1,0,100,100,100,Semanal,0,0,100,100,2,"4427,00","0,85","664,05","132810,00"
549,data promo,sudeste,rj,rio de janeiro,Outros,Adver,Outdoor,Outdoor Tijuca / Zona Norte,1,0,20,30,20,Bisemanal,20,0,0,0,1,"2300,00","0,50","1150,00","23000,00"
550,data promo,sudeste,rj,rio de janeiro,Outros,Adver,Outdoor,Outdoor Zona Oeste,1,0,20,30,20,Bisemanal,20,0,0,0,1,"2300,00","0,50","1150,00","23000,00"
551,data promo,sudeste,rj,rio de janeiro,Outros,Criativa,Front,Frontlight,1,0,4,10,4,Mensal,4,0,0,0,1,"8500,00","0,35","5525,00","22100,00"
552,data promo,sudeste,rj,rio de janeiro,Outros,Mude,MUB,Circuito Mub ,0,1,88,88,1,Semanal,0,0,88,0,1,"338800,00","0,75","84700,00","84700,00"
553,data promo,sudeste,rj,rio de janeiro,Outros,Kallas,Front,Painel led - Av das Americas,0,1,2,8,1,Bisemanal,1,0,1,0,2,"12000,00","0,30","8400,00","16800,00"
554,data promo,sudeste,rj,rio de janeiro,Outros,Kallas,Front,Painel led - Botafogo,0,1,2,8,1,Bisemanal,1,0,1,0,2,"36000,00","0,30","25200,00","50400,00"
555,data promo,sudeste,rj,rio de janeiro,Outros,Cartaxi,Busdoor,Taxi Exterior,1,0,30,50,45,Mensal,45,0,0,0,1,"1600,00","0,70","480,00","21600,00"
556,data promo,sudeste,rj,rio de janeiro,Outros,Tutto,Busdoor,BackBus,1,0,10,35,20,Mensal,20,0,0,0,1,"11181,00","0,40","6708,60","134172,00"
557,ouro produto,sudeste,rj,rio de janeiro,JCDecaux,JcDecaux,MUB,Mub - Bloco Standard,1,0,50,250,90,Semanal,0,0,90,90,2,"1398,60","0,70","419,58","75524,40"
558,ouro produto,sudeste,rj,rio de janeiro,Eletromidia,Movie Midia,Empena,Empena Leblon,0,1,1,4,1,Semanal,0,0,1,0,1,"633000,00","0,76","151920,00","151920,00"
559,ouro produto,sudeste,rj,rio de janeiro,Eletromidia,Movie Midia,Front,Street Front,0,1,18,35,19,Semanal,0,0,0,19,1,"26400,00","0,76","6336,00","120384,00"
560,ouro produto,sudeste,rj,rio de janeiro,Outros,Clear Channel,MUB,Mub RJ Sequencial Rio Sul  (28faces),1,0,28,28,1,Semanal,0,0,28,0,1,"67000,00","0,85","10050,00","10050,00"
561,ouro produto,sudeste,rj,rio de janeiro,Outros,Clear Channel,MUB,Mub 100 - RJ ,1,0,100,100,100,Semanal,0,100,100,0,2,"4427,00","0,85","664,05","132810,00"
562,ouro produto,sudeste,rj,rio de janeiro,Outros,Adver,Outdoor,Outdoor Tijuca / Zona Norte,1,0,15,30,10,Bisemanal,0,10,0,0,1,"2300,00","0,50","1150,00","11500,00"
563,ouro produto,sudeste,rj,rio de janeiro,Outros,Adver,Outdoor,Outdoor Zona Oeste,1,0,15,30,10,Bisemanal,0,10,0,0,1,"2300,00","0,50","1150,00","11500,00"
564,ouro produto,sudeste,rj,rio de janeiro,Outros,Criativa,Front,Frontlight,1,0,4,10,2,Mensal,0,2,0,0,1,"8500,00","0,35","5525,00","11050,00"
565,ouro produto,sudeste,rj,rio de janeiro,Bigdoor,Alto Impacto,Empena,Empena Centro,1,0,1,4,1,Mensal,0,1,0,0,1,"65200,00","0,49","33252,00","33252,00"
566,ouro produto,sudeste,rj,rio de janeiro,Outros,Mude,MUB,Circuito Mub ,0,1,88,88,1,Semanal,0,0,88,0,1,"338800,00","0,75","84700,00","84700,00"
567,ouro produto,sudeste,rj,rio de janeiro,Outros,Kallas,Front,Painel led - Av das Americas,0,1,2,8,1,Bisemanal,0,1,0,0,1,"12000,00","0,30","8400,00","8400,00"
568,ouro produto,sudeste,rj,rio de janeiro,Outros,Kallas,Front,Painel led - Botafogo,0,1,2,8,1,Bisemanal,0,1,0,0,1,"36000,00","0,30","25200,00","25200,00"
569,ouro promo,sudeste,rj,rio de janeiro,JCDecaux,JcDecaux,MUB,Mub - Bloco Standard,1,0,50,250,85,Semanal,0,85,85,0,2,"1398,60","0,70","419,58","71328,60"
570,ouro promo,sudeste,rj,rio de janeiro,Eletromidia,Movie Midia,Front,Street Front,0,1,18,35,27,Semanal,0,0,0,27,1,"26400,00","0,76",,
571,ouro promo,sudeste,rj,rio de janeiro,Outros,Clear Channel,MUB,Mub RJ Sequencial Rio Sul  (16faces),0,1,16,16,1,Semanal,0,16,0,0,1,"189142,00","0,85","28371,30","28371,30"
572,ouro promo,sudeste,rj,rio de janeiro,Outros,Clear Channel,MUB,Mub RJ Sequencial Rio Sul  (28faces),1,0,28,28,1,Semanal,28,0,0,0,1,"67000,00","0,85","10050,00","10050,00"
573,ouro promo,sudeste,rj,rio de janeiro,Outros,Clear Channel,MUB,Mub 100 - RJ ,1,0,100,100,100,Semanal,0,100,100,0,2,"4427,00","0,85","664,05","132810,00"
574,ouro promo,sudeste,rj,rio de janeiro,Outros,Adver,Outdoor,Outdoor Tijuca / Zona Norte,1,0,15,30,22,Bisemanal,22,0,0,0,1,"2300,00","0,50","1150,00","25300,00"
575,ouro promo,sudeste,rj,rio de janeiro,Outros,Adver,Outdoor,Outdoor Zona Oeste,1,0,15,30,22,Bisemanal,22,0,0,0,1,"2300,00","0,50","1150,00","25300,00"
576,ouro promo,sudeste,rj,rio de janeiro,Outros,Criativa,Front,Frontlight,1,0,4,10,2,Mensal,2,0,0,0,1,"8500,00","0,35","5525,00","11050,00"
577,ouro promo,sudeste,rj,rio de janeiro,Outros,Mude,MUB,Circuito Mub ,0,1,88,88,1,Semanal,0,0,88,0,1,"338800,00","0,75","84700,00","84700,00"
578,ouro promo,sudeste,rj,rio de janeiro,Outros,Kallas,Front,Painel led - Av das Americas,0,1,2,8,1,Bisemanal,1,0,0,0,1,"12000,00","0,30","8400,00","8400,00"
579,ouro promo,sudeste,rj,rio de janeiro,Outros,Kallas,Front,Painel led - Botafogo,0,1,2,8,1,Bisemanal,1,0,0,0,1,"36000,00","0,30","25200,00","25200,00"
580,ouro promo,sudeste,rj,rio de janeiro,Outros,Cartaxi,Busdoor,Taxi Exterior,1,0,20,40,15,Mensal,35,0,0,0,1,"1600,00","0,70","480,00","7200,00"
581,ouro promo,sudeste,rj,rio de janeiro,Outros,Tutto,Busdoor,BackBus,1,0,10,20,10,Mensal,10,0,0,0,1,"11181,00","0,40","6708,60","67086,00"
582,data produto,sudeste,es,vitoria,Outros,Clear Channel,MUB,Mub,0,1,20,20,1,Semanal,0,20,20,0,2,"39000,00","0,70","11700,00","23400,00"
583,data produto,sudeste,es,vitoria,Outros,Maely,Front,Frontlight,1,0,2,6,2,Mensal,2,0,0,0,1,"12690,00","0,18","10405,80","20811,60"
584,data produto,sudeste,es,vitoria,Outros,Maely,Front,Painel Led,1,0,4,8,1,Mensal,1,0,0,0,1,"12700,00","0,32","8636,00","8636,00"
585,data produto,sudeste,es,vitoria,Outros,Maely,Empena,Empena ,0,1,1,3,1,Mensal,1,0,0,0,1,"21640,00","0,19","17528,40","17528,40"
586,data produto,sudeste,es,vitoria,Bigdoor,Ponto OOH,Outdoor,Outdoor,1,0,10,20,13,Bi-semanal,13,0,0,0,1,"1872,00","0,20","1497,60","19468,80"
587,data produto,sudeste,es,vitoria,Bigdoor,Ponto OOH,Front,Painel Led,0,1,4,8,3,Mensal,3,0,0,0,1,"6920,00","0,20","5536,00","16608,00"
588,data produto,sudeste,es,vitoria,Eletromidia,Speed Midias,Front,Painel Led,0,1,4,8,2,Mensal,2,0,0,0,1,"7440,00","0,10","6696,00","13392,00"
589,data produto,sudeste,es,vitoria,Outros,Kallas,MUB,Mub,1,0,15,15,1,Semanal,15,0,0,0,1,"16770,00","0,35","10900,50","10900,50"
590,data promo,sudeste,es,vitoria,Outros,Clear Channel,MUB,Mub,0,1,20,20,1,Semanal,0,20,20,0,2,"39000,00","0,70","11700,00","23400,00"
591,data promo,sudeste,es,vitoria,Outros,Maely,Front,Frontlight,1,0,2,4,2,Mensal,2,0,0,0,1,"12690,00","0,18","10405,80","20811,60"
592,data promo,sudeste,es,vitoria,Outros,Maely,Front,Painel Led,0,1,3,6,1,Mensal,1,0,0,0,1,"12700,00","0,32","8636,00","8636,00"
593,data promo,sudeste,es,vitoria,Bigdoor,Ponto OOH,Outdoor,Outdoor,1,0,8,18,18,Bi-semanal,18,0,0,0,1,"1872,00","0,20","1497,60","26956,80"
594,data promo,sudeste,es,vitoria,Bigdoor,Ponto OOH,Front,Painel Led,0,1,3,6,2,Mensal,2,0,0,0,1,"6920,00","0,20","5536,00","11072,00"
595,data promo,sudeste,es,vitoria,Eletromidia,Speed Midias,Front,Painel Led,0,1,3,6,1,Mensal,1,0,0,0,1,"7440,00","0,10","6696,00","6696,00"
596,data promo,sudeste,es,vitoria,Outros,Kallas,MUB,Mub,1,0,20,20,1,Semanal,20,20,0,0,2,"22360,00","0,35","14534,00","29068,00"
597,ouro produto,sudeste,es,vitoria,Outros,Clear Channel,MUB,Mub,0,1,20,20,1,Semanal,0,20,0,0,1,"39000,00","0,70","11700,00","11700,00"
598,ouro produto,sudeste,es,vitoria,Outros,Maely,Front,Frontlight,1,0,1,3,1,Mensal,1,0,0,0,1,"12690,00","0,18","10405,80","10405,80"
599,ouro produto,sudeste,es,vitoria,Outros,Maely,Front,Painel Led,1,0,3,6,1,Mensal,1,0,0,0,1,"12700,00","0,32","8636,00","8636,00"
600,ouro produto,sudeste,es,vitoria,Bigdoor,Ponto OOH,Outdoor,Outdoor,1,0,6,12,10,Bi-semanal,10,0,0,0,1,"1872,00","0,20","1497,60","14976,00"
601,ouro produto,sudeste,es,vitoria,Bigdoor,Ponto OOH,Front,Painel Led,0,1,3,6,3,Mensal,3,0,0,0,1,"6920,00","0,20","5536,00","16608,00"
602,ouro produto,sudeste,es,vitoria,Eletromidia,Speed Midias,Front,Painel Led,0,1,3,6,2,Mensal,2,0,0,0,1,"7440,00","0,10","6696,00","13392,00"
603,ouro produto,sudeste,es,vitoria,Outros,Kallas,MUB,Mub,1,0,15,15,1,Semanal,15,15,0,0,2,"16770,00","0,35","10900,50","21801,00"
604,ouro promo,sudeste,es,vitoria,Outros,Clear Channel,MUB,Mub,0,1,20,20,1,Semanal,0,20,20,0,2,"39000,00","0,70","11700,00","23400,00"
605,ouro promo,sudeste,es,vitoria,Outros,Maely,Front,Frontlight,1,0,1,3,1,Mensal,1,0,0,0,1,"12690,00","0,18","10405,80","10405,80"
606,ouro promo,sudeste,es,vitoria,Bigdoor,Ponto OOH,Outdoor,Outdoor,1,0,6,12,10,Bi-semanal,10,0,0,0,1,"1872,00","0,20","1497,60","14976,00"
607,ouro promo,sudeste,es,vitoria,Bigdoor,Ponto OOH,Front,Painel Led,0,1,3,5,1,Mensal,1,0,0,0,1,"6920,00","0,20","5536,00","5536,00"
608,ouro promo,sudeste,es,vitoria,Eletromidia,Speed Midias,Front,Painel Led,0,1,3,5,1,Mensal,1,0,0,0,1,"7440,00","0,10","6696,00","6696,00"
609,ouro promo,sudeste,es,vitoria,Outros,Kallas,MUB,Mub,1,0,20,20,1,Semanal,20,20,0,0,2,"22360,00","0,35","14534,00","29068,00"
610,prata,sudeste,es,vitoria,Outros,Maely,Front,Frontlight,1,0,1,2,1,Mensal,1,0,0,0,1,"12690,00","0,18","10405,80","10405,80"
611,prata,sudeste,es,vitoria,Bigdoor,Ponto OOH,Outdoor,Outdoor,1,0,4,8,6,Bi-semanal,6,0,0,0,1,"1872,00","0,20","1497,60","8985,60"
612,prata,sudeste,es,vitoria,Bigdoor,Ponto OOH,Front,Painel Led,0,1,2,4,2,Mensal,2,0,0,0,1,"6920,00","0,20","5536,00","11072,00"
613,prata,sudeste,es,vitoria,Outros,Kallas,MUB,Mub,1,0,15,15,1,Semanal,15,15,0,0,2,"16770,00","0,35","10900,50","21801,00"
614,data produto,sudeste,mg,belo horizonte,Eletromidia,Movie Midia,Front,Street Front,0,1,15,23,18,Semanal,18,0,0,0,1,"22440,00","0,65","7854,00","141372,00"
615,data produto,sudeste,mg,belo horizonte,Outros,PAD,Empena,Empena ,0,1,2,5,1,Mensal,1,0,0,0,1,"23328,00","0,40","13996,80","13996,80"
616,data produto,sudeste,mg,belo horizonte,Outros,PAD,Front,Painel de Led,0,1,5,10,3,Mensal,0,0,3,0,1,"9331,20","0,40","5598,72","16796,16"
617,data produto,sudeste,mg,belo horizonte,Outros,PAD,Empena,Empena ,1,0,2,5,1,Mensal,1,0,0,0,1,"75600,00","0,40","45360,00","45360,00"
618,data produto,sudeste,mg,belo horizonte,Outros,Fredizak,Front,Frontlight,1,0,3,7,2,Mensal,2,0,0,0,1,"15714,00","0,60","6285,60","12571,20"
619,data produto,sudeste,mg,belo horizonte,Outros,Fredizak,MUB,Parede /Empena,1,0,2,6,1,Mensal,1,0,0,0,1,"18570,00","0,60","7428,00","7428,00"
