ID,taxonomia,regional_boticario,uf,praca,Clustes exibidores,exibidores,Cluster formato,formato,estatico,digital,range_minimo,range_maximo,quantidade,periodicidade,s1,s2,s3,s4,flight,unitario_bruto_tabela,desconto,unitario_bruto_negociado,total_bruto_negociado
1107,ouro produto,sul,rs,porto alegre,Outros,Sinergy,Busdoor,Banca de jornal,0,1,65,65,1,Semanal,0,0,65,0,1,"92000,00","0,45","50600,00","50600,00"
1108,ouro produto,sul,rs,porto alegre,Outros,Sinergy,Front,Painel de Led,0,1,5,10,2,Semanal,2,0,0,0,1,"45000,00","0,45","24750,00","49500,00"
1109,ouro produto,sul,rs,porto alegre,Outros,Sinergy,Front,Frontlight,1,0,4,9,2,Mensal,2,0,0,0,1,"6300,00","0,45","3465,00","6930,00"
1110,ouro produto,sul,rs,porto alegre,Outros,Sinergy,Empena,Empena ,1,0,1,2,1,Mensal,1,0,0,0,1,"110000,00","0,45","60500,00","60500,00"
1111,ouro promo,sul,rs,porto alegre,Outros,Imobi,Busdoor,MegaMubs+Bancas,0,1,26,26,1,Semanal,0,26,0,0,1,"65000,00","0,36","41600,00","41600,00"
1112,ouro promo,sul,rs,porto alegre,Outros,Imobi,Busdoor,Banca de jornal,1,0,8,15,1,Mensal,10,0,0,0,1,"64800,00","0,70","19440,00","19440,00"
1113,ouro promo,sul,rs,porto alegre,Outros,Sinergy,Busdoor,Banca de jornal,0,1,65,65,1,Semanal,0,0,65,0,1,"92000,00","0,45","50600,00","50600,00"
1114,ouro promo,sul,rs,porto alegre,Outros,Sinergy,Front,Painel de Led,0,1,5,10,5,Semanal,5,0,0,0,1,"45000,00","0,45","24750,00","123750,00"
1115,ouro promo,sul,rs,porto alegre,Outros,Sinergy,Front,Frontlight,1,0,4,9,4,Mensal,4,0,0,0,1,"6300,00","0,45","3465,00","13860,00"
1116,ouro promo,sul,rs,porto alegre,Outros,Tutto,Busdoor,Backbus,1,0,10,20,15,Mensal,15,0,0,0,1,"8315,00","0,55","3741,75","56126,25"
1117,prata,sul,rs,porto alegre,Eletromidia,H Mídia,Front,Painel de Led,0,1,3,5,1,Quinzenal,1,0,0,0,1,"12511,00","0,69","3878,41","3878,41"
1118,prata,sul,rs,porto alegre,Outros,Imobi,Busdoor,MegaMubs+Bancas,0,1,26,26,1,Semanal,0,26,0,0,1,"65000,00","0,36","41600,00","41600,00"
1119,prata,sul,rs,porto alegre,Outros,Imobi,Busdoor,Banca de jornal,1,0,5,10,1,Mensal,10,0,0,0,1,"64800,00","0,70","19440,00","19440,00"
1120,prata,sul,rs,porto alegre,Outros,Sinergy,Busdoor,Banca de jornal,0,1,65,65,1,Semanal,0,0,65,0,1,"92000,00","0,45","50600,00","50600,00"
1121,prata,sul,rs,porto alegre,Outros,Sinergy,Front,Frontlight,1,0,2,4,2,Mensal,2,0,0,0,1,"6300,00","0,45","3465,00","6930,00"
1122,prata,sul,rs,porto alegre,Outros,Tutto,Busdoor,Busdoor,1,0,10,25,15,Mensal,15,0,0,0,1,"4214,00","0,55","1896,30","28444,50"
